Species,Trap,Latitude,Longitude,Date_month,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag4,Tmax_lag5,Tmax_lag6,Tmax_lag7,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag4,Tmin_lag5,Tmin_lag6,Tmin_lag7,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7,Date_week
CULEX PIPIENS/RESTUANS,T147,41.932094,-87.700117,8,24,1,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T147,41.932094,-87.700117,8,10,1,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T095,41.704336,-87.703736,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T095,41.704336,-87.703736,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T158,41.682587,-87.707973,8,25,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,8,92,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T158,41.682587,-87.707973,8,16,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T062,41.800737,-87.71188,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,6,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T212,41.680946,-87.535198,8,4,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T212,41.680946,-87.535198,8,9,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T063,41.82561,-87.726549,8,5,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX TERRITANS,T063,41.82561,-87.726549,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T228,41.951866,-87.725057,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T228,41.951866,-87.725057,8,38,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T228,41.951866,-87.725057,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX TERRITANS,T228,41.951866,-87.725057,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,8,4,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T074,41.822536,-87.666343,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T221,41.659112,-87.538693,8,31,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T221,41.659112,-87.538693,8,48,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T221,41.659112,-87.538693,8,5,1,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX SALINARIUS,T221,41.659112,-87.538693,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T002,41.95469,-87.800991,8,7,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,8,20,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T002,41.95469,-87.800991,8,7,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T135,41.662014,-87.724608,8,8,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,8,25,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T135,41.662014,-87.724608,8,9,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T235,41.776428,-87.627096,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T235,41.776428,-87.627096,8,11,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T235,41.776428,-87.627096,8,7,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T220,41.963976,-87.69181,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T003,41.964242,-87.757639,8,18,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,8,35,1,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T003,41.964242,-87.757639,8,8,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T222,41.925198,-87.746381,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T222,41.925198,-87.746381,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,8,10,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T031,41.801498,-87.763416,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,10,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T082,41.803423,-87.642984,8,4,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T223,41.973845,-87.805059,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T223,41.973845,-87.805059,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T035,41.763733,-87.742302,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T035,41.763733,-87.742302,8,1,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T114,41.798697,-87.736812,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,8,8,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T114,41.798697,-87.736812,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,8,21,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T027,41.984809,-87.728492,8,2,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T231,41.98728,-87.666066,8,17,1,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T231,41.98728,-87.666066,8,24,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T231,41.98728,-87.666066,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS,T028,41.986921,-87.689778,8,19,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,8,45,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
CULEX RESTUANS,T028,41.986921,-87.689778,8,3,0,81.5,61.0,71.5,55.5,62.0,0.0,75.0,74.0,76.0,70.0,66.5,72.0,81.0,63.0,59.0,57.5,54.5,56.0,63.5,57.5,69.5,67.0,67.0,62.5,61.5,68.0,69.5,63.5,57.5,54.0,48.5,50.0,59.5,53.0,65.0,61.5,59.0,54.5,55.5,62.5,60.5,0.3399999999999999,0.02,0.0,0.0,0.0,0.2,0.0,31
